intent,expression
cards.question.how_long.receive.bankcard,combien de temps faut-il pour que ma carte arrive dans ma boite aux lettres
cards.question.how_long.receive.bankcard,combien de temps faut-il pour avoir sa carte
cards.question.how_long.receive.bankcard,combien de temps ca prend pour recevoir sa carte
cards.question.how_long.receive.bankcard,"quel est le temps d'attente pour recevoir une carte"
cards.question.how_long.receive.bankcard,quel delai pour recevoir sa carte
cards.question.how_long.receive.bankcard,"quel delai pour que ma carte arrive a l'agence"
cards.question.how_long.receive.bankcard,"dans combien de temps j'aurai ma carte"
cards.question.how_long.receive.bankcard,dans combien de temps je recois ma carte
cards.question.how_long.receive.bankcard,combien de temps pour la livraison de ma carte
cards.question.how_long.receive.bankcard,en combien de temps la carte est livree
cards.question.how_long.receive.bankcard,je recois ma carte dans combien de temps
cards.question.how_long.receive.bankcard,je vais recevoir ma carte dans combien de temps
cards.question.how_long.receive.bankcard,je vais recevoir ma carte dans quel delai
cards.question.how_long.receive.bankcard,"combien de temps faut-il pour qu'une carte soit disponible apres la commande"
cards.question.how_long.receive.bankcard,"Combien de temps prend l'obtention d'une carte"
cards.question.how_long.receive.bankcard-creditcard,"Bonjour Je voudrais savoir apres demande d'une MasterCard combien de temps cela prend pour arriver"
cards.question.how_long.receive.bankcard-creditcard,"si je commande une carte Gold prepayee combien de jour faudra-t-il pour qu'elle arrive dans ma boite aux lettres"
cards.question.how_long.receive.bankcard-creditcard,En combien de temps puis-je recevoir ma mastercard gold prepaid
cards.question.how_long.receive.bankcard-creditcard,En combien de temps recoit-on une carte de credit
cards.question.how_long.receive.bankcard-creditcard,En combien de temps est livree une carte prepayee en agence
cards.question.how_long.receive.bankcard-creditcard,"sais-tu en combien de temps une carte prepayee arrive a l'agence"
cards.question.how_long.receive.bankcard-creditcard,"En combien de temps recoit on sa carte de credit apres la creation d'un compte"
cards.question.how_long.receive.bankcard-creditcard,pouvez me dire combien de temps faut il pour avoir ma nouvelle mastercard
cards.question.how_long.receive.bankcard-creditcard,Combien de temps faut il pour avoir sa mastercard chez belfius car je l ai commandee vendredi
cards.question.how_long.receive.bankcard-creditcard,je vais avoir une nouvelle carte mais je voulez savoir le temps de delai
cards.question.how_long.receive.bankcard-creditcard,Combien de temps faut-il pour recevoir sa carte MasterCard
cards.question.how_long.receive.bankcard-creditcard,En combien de temps je recevrai ma mastercard
cards.question.how_long.receive.bankcard-creditcard,Combien de temps cela prend pour recevoir sa carte de credit commandee
cards.question.how_long.receive.bankcard-creditcard,Quel est le delai d?attente pour recevoir sa MasterCard red
cards.question.how_long.receive.bankcard-creditcard,je souhaiterais savoir combien de temps cela prend pour recevoir une carte de credit
cards.question.how_long.receive.bankcard-creditcard,"bonjour quel est le temps d'attente pour recevoir la nouvelle carte de credit"
cards.question.how_long.receive.bankcard-creditcard,"j'ai demande il y a maintenant une semaine une mastercard red dans combien de temps je l'aurai"
cards.question.how_long.receive.bankcard-creditcard,"Quel delai pour recevoir une nouvelle carte de credit pour remplacer l'ancienne qui a ete bloquee"
cards.question.how_long.receive.bankcard-creditcard,Combien de temps faut-il pour recevoir une carte de credit
cards.question.how_long.receive.bankcard-creditcard,"combien de temps faut-il avant qu'une carte de credit puisse etre livree"
cards.question.how_long.receive.bankcard-creditcard,Combien de temps faut-il avant que je recoive une carte de credit apres avoir fait la demande
cards.question.how_long.receive.bankcard-creditcard,combien de temps faut-il avant de recevoir votre carte visa apres une demande
cards.question.how_long.receive.bankcard-creditcard,"je voudrais savoir combien de temps prend l'obtention d'une carte de credit"
cards.question.how_long.receive.bankcard-creditcard,"Delai d'attente pour reception carte red"
cards.question.when.receive.bankcard,Ma carte arrive a ma banque quand
cards.question.when.receive.bankcard,La carte sera dans ma banque Belfius quand
cards.question.when.receive.bankcard,"Bonjour si je commande une carte aujourd'hui  Quand vais-je la recevoir Merci"
cards.question.when.receive.bankcard,"J'ai commande une nouvelle carte de debit  Sais-tu me dire quand est-ce qu'elle va arriver"
cards.question.when.receive.bankcard,Quand est ce que je recois mes cartes
cards.question.when.receive.bankcard,Quand ma carte sera disponible
cards.question.when.receive.bankcard,ma carte arrive quand dans ma boite aux lettres
cards.question.when.receive.bankcard,je peux aller chercher ma carte quand
cards.question.when.receive.bankcard,quel jour je recois ma carte
cards.question.when.receive.bankcard,je vais recevoir ma carte quel jour
cards.question.when.receive.bankcard,je recois ma carte quand
cards.question.when.receive.bankcard,quand je vais recevoir ma carte
cards.question.when.receive.bankcard,pouvez-vous me dire quand ma carte va arriver
cards.question.when.receive.bankcard,sais-tu quand je vais recevoir ma carte
cards.question.when.receive.bankcard,"peux-tu me dire quand ma carte sera recue a l'agence"
cards.question.when.receive.bankcard,sais-tu a quelle date je vais recevoir ma nouvelle carte
cards.question.when.receive.bankcard,a quelle date je vais recuperer ma carte
cards.question.when.receive.bankcard,quand est-ce que je recois ma nouvelle carte
cards.question.when.receive.bankcard-creditcard,Quand je peux aller chercher ma carte de credit
cards.question.when.receive.bankcard-creditcard,Ma carte de credit arrive a ma banque quand
cards.question.when.receive.bankcard-creditcard,La mastercard sera dans ma banque Belfius quand
cards.question.when.receive.bankcard-creditcard,"Bonjour si je commande une mastercard aujourd'hui  Quand vais-je la recevoir Merci"
cards.question.when.receive.bankcard-creditcard,"J'ai commande une nouvelle carte de credit  Sais-tu me dire quand est-ce qu'elle va arriver"
cards.question.when.receive.bankcard-creditcard,Quand est ce que je recois ma carte prepaid
cards.question.when.receive.bankcard-creditcard,Quand ma carte prepayee sera disponible
cards.question.when.receive.bankcard-creditcard,ma carte prepaid arrive quand dans ma boite aux lettres
cards.question.when.receive.bankcard-creditcard,je peux aller chercher ma carte de credit quand
cards.question.when.receive.bankcard-creditcard,quel jour je recois ma carte de credit
cards.question.when.receive.bankcard-creditcard,je vais recevoir ma nouvelle mastercard red quel jour
cards.question.when.receive.bankcard-creditcard,je recois ma carte red quand
cards.question.when.receive.bankcard-creditcard,quand je vais recevoir ma carte de credit red prepaid
cards.question.when.receive.bankcard-creditcard,pouvez-vous me dire quand ma mastercard va arriver
cards.question.when.receive.bankcard-creditcard,sais-tu quand je vais recevoir ma carte mastercard red
cards.question.when.receive.bankcard-creditcard,"peux-tu me dire quand ma carte de credit sera recue a l'agence"
cards.question.when.receive.bankcard-creditcard,sais-tu a quelle date je vais recevoir ma nouvelle mastercard
cards.question.when.receive.bankcard-creditcard,a quelle date je vais recuperer ma carte de credit
cards.question.when.receive.bankcard-creditcard,quand est-ce que je recois ma nouvelle prepaid
cards.question.when.receive.bankcard-creditcard,je vais recevoir ma carte de credit quel jour
payments.question.how.execute.transfer,"comment dois-je m'y prendre pour faire mon virement"
payments.question.how.execute.transfer,comment effectuer un virement
payments.question.how.execute.transfer,comment encoder virement
payments.question.how.execute.transfer,"comment faire l'encodage d'un virement"
payments.question.how.execute.transfer,comment faire un virement
payments.question.how.execute.transfer,comment faire un virement BBAN
payments.question.how.execute.transfer,comment introduire un virement
payments.question.how.execute.transfer,"comment je fais l'encodage de mon virement"
payments.question.how.execute.transfer,"comment je peux faire l'iintroduction de mon virement"
payments.question.how.execute.transfer,comment je peux faire un virement
payments.question.how.execute.transfer,comment je peux introduire un virement
payments.question.how.execute.transfer,Comment remplir un virement
payments.question.how.execute.transfer,dis moi comment introduire mon virement
payments.question.how.execute.transfer,je fais comment pour encoder un virement
payments.question.how.execute.transfer,"l'introduction d'un virement se fait comment"
payments.question.how.execute.transfer,procedure encodage virement
payments.question.how.execute.transfer,sais-tu comment on encode un virement
payments.question.how.execute.transfer,tu sais comment on fait un virement
payments.question.how.execute.transfer,tu sais me dire comment je peux effectuer mes virements
payments.question.transfer,"c'est quoi un virement"
payments.question.transfer,info sur mon virement
payments.question.transfer,info virement
payments.question.transfer,"j'ai besoin d'informations sur mon virement"
payments.question.transfer,"j'ai une question sur mon virement"
payments.question.transfer,"je peux recevoir plus d'info sur mon virement"
payments.question.transfer,"peux-tu m'aider concernant les virements"
payments.question.transfer,peux-tu me fournir des infos sur les virements
payments.question.transfer,"plus d'infos sur les virements"
payments.question.transfer,puis-je avoir des infos sur mon virement
payments.question.transfer,que sais-tu sur les virements
payments.question.transfer,"qu'en est-il de mon virement"
payments.question.transfer,"qu'est-ce qu'un virement"
payments.question.transfer,question concernant virement
payments.question.transfer,question sur mon virement
payments.question.transfer,"tu sais m'aider pour un virement"
payments.question.transfer,tu sais me donner des infos sur mon virement
payments.question.transfer,tu sais me presenter les virements
payments.question.transfer,"tu sais m'en dire plus sur mon virement"
payments.question.transfer,"tu sais m'informer sur les virements"
payments.request.execute.transfer,encodage virement
payments.request.execute.transfer,encoder un virement stp
payments.request.execute.transfer,encoder virement
payments.request.execute.transfer,faire un virement
payments.request.execute.transfer,introduction virement
payments.request.execute.transfer,"j'ai besoin d'introduire un virement"
payments.request.execute.transfer,"j'aimerais encoder un virement"
payments.request.execute.transfer,je dois introduire un virement
payments.request.execute.transfer,je souhaite faire un virement
payments.request.execute.transfer,je souhaite introduire un virement
payments.request.execute.transfer,je veux encoder un virement
